YLR098C	YCL066W
YLR098C	YCL067C
YLR098C	YCR039C
YLR098C	YCR040W
YLR098C	YCR041W
YLR098C	YER189W
YLR098C	YER190W
YLR098C	YGR084C
YLR098C	YIL002WA
YML051W	YBR019C
YML051W	YBR020W
YML099C	YBL074C
YML099C	YDR084C
YML099C	YDR522C
YML099C	YJL085W
YML099C	YMR086CA
YML099C	YMR087W
YML099C	YPL177C
YML113W	YCR096C
YML113W	YDR084C
YML113W	YDR520C
YML113W	YDR543C
YML113W	YDR544C
YML113W	YDR545W
YML113W	YER189W
YML113W	YER190W
YML113W	YGL001C
YML113W	YGR071C
YML113W	YGR072W
YML113W	YGR296W
YML113W	YHR091C
YML113W	YJR011C
YML113W	YNL337W
YML113W	YNL339C
YMR019W	YNL117W
YMR042W	YCR018CA
YMR042W	YCR019W
YMR042W	YDR210WD
YMR042W	YPL177C
YMR280C	YJL089W
YMR280C	YLR377C
YMR280C	YNL117W
YMR280C	YOL126C
YNL103W	YGR084C
YNL103W	YIR017C
YNL103W	YNR049C
YOL067C	YCR018CA
YOL067C	YCR019W
YOL067C	YCR096C
YOL067C	YDR042C
YOL067C	YDR084C
YOL067C	YDR210WD
YOL067C	YGL254W
YOL067C	YGR071C
YOL067C	YGR072W
YOL067C	YGR271W
YOL067C	YHR156C
YOL067C	YHR157W
YOL067C	YJR011C
YOL067C	YLR261C
YOL067C	YLR262C
YOL067C	YMR019W
YOL067C	YMR098C
YOL067C	YMR228W
YOL067C	YNR049C
YOL067C	YOL159C
YOL089C	YBL074C
YOL089C	YCR096C
YOL089C	YCR097W
YOL089C	YDR042C
YOL089C	YDR084C
YOL089C	YGL001C
YOL089C	YGR071C
YOL089C	YGR072W
YOL089C	YGR271W
YOL089C	YJR011C
YOL089C	YMR019W
YOL089C	YMR258C
YOL089C	YNL336W
YOL089C	YNL337W
YOL089C	YNL339C
YOL089C	YOL159C
YOR032C	YBL074C
YOR032C	YDR042C
YOR032C	YDR522C
YOR032C	YGL001C
YOR032C	YHR006W
YPL038W	YBL074C
YPL038W	YDR042C
YPL038W	YDR522C
YPL038W	YGL254W
YPL038W	YIR017C
YPL248C	YBL109W
YPL248C	YBL111C
YPL248C	YBL112C
YPL248C	YBL113C
YPL248C	YBR019C
YPL248C	YBR020W
YPL248C	YCL065W
YPL248C	YCL066W
YPL248C	YCL067C
YPL248C	YDL149W
YPL248C	YDL151C
YPL248C	YDR009W
YPL248C	YDR544C
YPL248C	YDR545W
YPL248C	YER189W
YPL248C	YER190W
YPL248C	YGR296W
YPL248C	YHR091C
YPL248C	YML051W
YPL248C	YMR086CA
YPL248C	YMR087W
YPL248C	YNL336W
YPL248C	YNL337W
YPL248C	YNL339C
YPL248C	YOR140W
YPR199C	YCR039C
YPR199C	YCR040W
YPR199C	YCR041W
YPR199C	YCR096C
YPR199C	YDR210WD
YPR199C	YDR317W
YPR199C	YMR086CA
YPR199C	YMR087W
